year,month,state,customers,price,revenue,sales,month_name,avg_temp,precipitation,snowfall,total_population,season,is_holiday_season,is_summer_peak,is_winter_peak,is_high_temp,is_low_temp,has_precipitation,is_high_precipitation,has_snowfall,is_heavy_snowfall,usage_per_customer,revenue_per_customer,usage_yoy_growth,price_yoy_growth
2001,1,Wyoming,,4.31,48.1284,1116.17208,January,22.44606258707534,0.2107526881720429,17.204962779156325,474607.0,Winter,False,False,True,False,True,True,False,True,True,,,,
2001,1,South Dakota,,5.85,46.98518,803.24177,January,20.430533498759303,0.8366705069124424,124.8607771260997,726713.0,Winter,False,False,True,False,True,True,False,True,True,,,,
2001,1,Tennessee,,5.59,539.11548,9648.54559,January,35.56002414151925,2.914039850806878,1.751269414575866,6315749.0,Winter,False,False,True,False,False,True,True,True,False,,,,
2001,1,Texas,,6.9,1903.81241,27583.76887,January,47.87949751398668,2.218198890123239,2.696844831645868,34327175.0,Winter,False,False,True,False,False,True,True,True,False,,,,
2001,1,Utah,,4.67,95.25759,2039.95489,January,22.953197997775305,0.5086117511520737,13.75651958966753,5284284.0,Winter,False,False,True,False,True,True,False,True,True,,,,
2001,1,Vermont,,10.95,57.13107,521.78491,January,19.503064516129037,1.1326762246117086,256.31302270011946,258375.0,Winter,False,False,True,False,True,True,True,True,True,,,,
2001,1,Virginia,,5.86,561.38052,9575.83865,January,34.57115792259599,1.7571800208116544,2.711914972962894,8331160.0,Winter,False,False,True,False,False,True,True,True,False,,,,
2001,1,Washington,,4.79,440.50524,9204.63376,January,37.98899424333792,1.777266352161163,56.39315833860426,10246427.0,Winter,False,False,True,False,False,True,True,True,True,,,,
2001,1,West Virginia,,4.98,148.07544,2973.23837,January,30.722911732247653,1.868252688172043,33.35179487179487,1119895.0,Winter,False,False,True,False,True,True,True,True,True,,,,
2001,1,Wisconsin,,5.9,335.56099,5689.51118,January,21.3669878396663,0.875538095501577,248.0111087374493,5757080.0,Winter,False,False,True,False,True,True,False,True,True,,,,
2001,1,Alabama,,5.54,407.61261,7362.47302,January,41.15364019851117,3.394815323263884,0.2389486260454002,4447224.0,Winter,False,False,True,False,False,True,True,True,False,,,,
2001,1,Maine,,11.15,119.42813,1071.48042,January,18.45182263458841,1.134377321603128,277.77534050179213,586684.0,Winter,False,False,True,False,True,True,True,True,True,,,,
2001,1,Maryland,,5.93,350.82797,5921.09634,January,34.43861182356814,2.002101661779081,2.697411995584447,7130579.0,Winter,False,False,True,False,False,True,True,True,False,,,,
2001,1,Massachusetts,,10.9,507.58804,4658.51429,January,26.91738064516129,1.870353302611367,25.365614275909405,7923201.0,Winter,False,False,True,False,True,True,True,True,True,,,,
2001,1,Michigan,,7.02,621.80929,8860.09969,January,25.581363276178287,0.7945999715787978,204.65310662641028,10383442.0,Winter,False,False,True,False,True,True,False,True,True,,,,
2001,1,Minnesota,,5.54,295.24614,5328.80942,January,17.829007786429365,0.8056658395368073,244.02534562211983,7299381.0,Winter,False,False,True,False,True,True,False,True,True,,,,
2001,1,Mississippi,,5.93,234.07006,3947.3157,January,42.56016425769652,3.512269473739967,5.346774193548387,2031562.0,Winter,False,False,True,False,False,True,True,True,True,,,,
2001,1,Missouri,,5.26,365.03846,6937.6713,January,29.981823741139863,1.4478250244379276,21.59779701022817,7578721.0,Winter,False,False,True,False,True,True,True,True,True,,,,
2001,1,Montana,,5.35,62.82552,1174.05215,January,24.05359113874854,0.2933410138248848,69.21157049825837,816411.0,Winter,False,False,True,False,True,True,False,True,True,,,,
2001,1,Nebraska,,4.77,101.79898,2133.84281,January,26.98575535811883,0.8243047830923247,52.170070040445886,1910291.0,Winter,False,False,True,False,True,True,False,True,True,,,,
2001,1,Nevada,,6.44,137.57941,2137.54432,January,32.94733734281028,0.4885334528076464,0.0,4768938.0,Winter,False,False,True,False,False,True,False,False,False,,,,
2001,1,New Hampshire,,11.77,114.80131,975.7793,January,18.55903225806452,1.2981566820276498,239.1705069124424,800165.0,Winter,False,False,True,False,True,True,True,True,True,,,,
2001,1,New Jersey,,9.05,571.11042,6308.5494,January,32.12746914916649,2.365079967470859,54.90061532724221,5963932.0,Winter,False,False,True,False,False,True,True,True,True,,,,
2001,1,New Mexico,,6.91,110.75664,1601.85561,January,33.69638413731873,0.3748910200523104,2.85856464116029,2057309.0,Winter,False,False,True,False,False,True,False,True,False,,,,
2001,1,New York,,11.53,1469.53678,12747.77381,January,29.109542025795463,2.030801700425106,108.13561394167216,36852425.0,Winter,False,False,True,False,True,True,True,True,True,,,,
2001,1,North Carolina,,6.38,739.91499,11600.78455,January,41.378781738655,1.3764606814354192,0.0,9224643.0,Winter,False,False,True,False,False,True,True,False,False,,,,
2001,1,North Dakota,,5.03,48.17154,957.27783,January,20.387283548885165,0.2462672811059907,180.8147465437788,752480.0,Winter,False,False,True,False,True,True,False,True,True,,,,
2001,1,Ohio,,6.28,922.14789,14678.14253,January,28.25674173891037,1.0229585053530192,46.63564343178496,13542241.0,Winter,False,False,True,False,True,True,True,True,True,,,,
